GENDER,STRATUM,INTERNET,TV,COMPUTER,WASHING_MCH,MIC_OVEN,CAR,DVD,FRESH,PHONE,MOBILE,SCHOOL_NAT,SCHOOL_TYPE,MAT_S11,CR_S11,CC_S11,BIO_S11,ENG_S11,PROMEDIO
M,Stratum 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,62,57,52,68,59,59
M,Stratum 1,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,60,53,55,48,48,51
F,Stratum 1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,53,62,55,53,52,56
F,Stratum 1,No,No,No,No,No,No,No,Yes,No,No,PUBLIC,TECHNICAL,47,51,52,47,48,50
F,Stratum 3,No,No,Yes,No,No,No,No,Yes,Yes,No,PRIVATE,TECHNICAL/ACADEMIC,67,68,64,65,71,67
M,Stratum 1,No,No,Yes,Yes,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL,53,44,50,41,50,46
F,Stratum 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,66,69,71,62,76,70
F,Stratum 3,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,PUBLIC,TECHNICAL/ACADEMIC,51,49,51,60,58,55
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,72,58,69,74,85,72
F,Stratum 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,70,68,61,78,50,64
F,Stratum 1,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,59,50,52,62,59,56
F,Stratum 3,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,62,79,89,69,80,79
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,61,55,60,59,65,60
M,Stratum 5,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,77,62,62,71,80,69
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,66,70,66,77,70,71
M,Stratum 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,98,79,66,77,80,76
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,73,56,68,77,80,70
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,61,64,62,65,85,69
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,60,58,72,68,65
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,69,67,66,74,73,70
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,93,74,77,79,80,78
F,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,71,62,59,55,62,60
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,52,64,61,59,46,58
F,Stratum 3,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,PRIVATE,ACADEMIC,56,64,59,58,48,57
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,57,67,64,55,58,61
F,Stratum 4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,72,74,76,80,82,78
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,54,52,71,58,59
M,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,58,59,59,66,64,62
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,66,79,74,62,75,73
F,Stratum 5,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,55,48,53,48,60,52
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,82,68,64,75,76,71
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,66,69,72,70,69
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,66,62,57,67,68,64
F,Stratum 6,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,49,52,55,47,50,51
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,74,62,55,64,57,60
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,72,64,64,64,65,64
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,79,79,90,87,78,84
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,73,76,74,72,78,75
M,Stratum 1,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,64,67,69,62,58,64
M,Stratum 2,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,PUBLIC,TECHNICAL/ACADEMIC,62,57,66,67,75,66
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,62,60,65,71,50,62
M,Stratum 2,Yes,No,Yes,No,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,62,50,53,66,45,54
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL,82,64,64,81,76,71
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,100,100,90,83,95,92
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,50,54,55,63,45,54
M,Stratum 3,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,52,41,40,51,45,44
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,PUBLIC,TECHNICAL/ACADEMIC,62,64,61,71,67,66
F,Stratum 3,No,No,Yes,No,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,69,64,72,68,82,72
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,61,64,68,55,65,63
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,79,60,68,75,68,68
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,56,53,53,50,62,55
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,62,66,71,78,69
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,85,64,71,68,75,70
M,Stratum 4,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,80,100,89,74,70,83
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,75,70,74,79,70,73
F,Stratum 4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,57,58,59,65,76,65
M,Stratum 2,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,55,52,51,62,60,56
F,Stratum 2,No,No,No,Yes,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,60,76,69,61,65,68
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,75,70,68,59,49,62
F,Stratum 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,39,39,44,39,43,41
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,62,72,61,80,69
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,72,62,48,64,73,62
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,79,70,64,77,82,73
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,60,53,62,82,64
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,64,64,75,60,66
F,Stratum 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,47,55,62,52,48,54
F,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,70,59,69,64,66
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,74,64,72,65,78,70
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,PUBLIC,TECHNICAL/ACADEMIC,65,57,58,71,59,61
F,Stratum 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,58,74,57,58,70,65
F,Stratum 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,70,62,76,85,53,69
F,Stratum 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,58,52,57,51,58,55
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,64,62,69,68,95,74
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,70,62,69,75,64,68
M,Stratum 2,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,82,98,68,81,58,76
M,Stratum 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,77,64,66,78,85,73
M,Stratum 2,No,Yes,No,No,No,No,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,64,56,68,61,49,59
M,Stratum 3,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,PRIVATE,ACADEMIC,64,67,62,71,80,70
M,Stratum 1,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,72,55,60,67,58,60
M,Stratum 2,No,No,No,No,No,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,68,54,65,64,67,63
M,Stratum 3,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,PRIVATE,ACADEMIC,70,68,72,66,73,70
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,55,56,59,45,55,54
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,62,70,72,65,70,69
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,86,68,76,91,80,79
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,84,74,66,77,78,74
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,97,79,71,77,76,76
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,62,59,62,61,78,65
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,62,56,69,77,82,71
F,Stratum 1,Yes,No,Yes,No,No,No,No,Yes,No,Yes,PUBLIC,TECHNICAL/ACADEMIC,66,64,66,71,53,64
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,71,74,59,71,90,74
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,72,60,64,83,73,70
F,Stratum 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,68,67,71,75,67,70
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,71,67,72,74,76,72
F,Stratum 4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,54,53,55,50,45,51
M,Stratum 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,44,49,38,42,43,43
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,PUBLIC,ACADEMIC,70,68,64,75,60,67
F,Stratum 3,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,47,54,56,42,46,50
F,Stratum 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,50,60,57,56,64,59
F,Stratum 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,50,51,64,55,53,56
F,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,77,72,66,75,90,76
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,48,52,55,60,54
F,Stratum 5,Yes,No,Yes,Yes,No,No,Yes,Yes,No,Yes,PRIVATE,ACADEMIC,48,53,56,61,54,56
F,Stratum 3,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,66,87,81,69,78,79
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,55,62,61,68,70,65
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,66,60,58,64,50,58
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,57,57,53,59,58,57
M,Stratum 5,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,78,67,69,75,59,68
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,77,74,76,82,78,78
M,Stratum 3,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,66,72,74,71,80,74
M,Stratum 2,No,No,No,No,No,No,Yes,No,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,56,64,62,65,44,59
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,65,59,62,68,82,68
M,Stratum 2,No,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,50,34,26,45,36,35
M,Stratum 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,PRIVATE,ACADEMIC,52,33,32,20,49,34
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,87,77,90,71,73,78
F,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,66,60,66,68,76,68
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,83,81,74,80,75,78
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,60,69,71,73,68
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,74,62,60,78,57,64
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,65,50,62,63,85,65
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,PUBLIC,TECHNICAL/ACADEMIC,61,55,55,58,62,58
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,60,56,53,62,70,60
M,Stratum 3,No,No,No,No,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,66,70,58,68,71,67
F,Stratum 3,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,58,59,61,66,65,63
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,100,70,71,72,68,70
M,Stratum 3,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,PRIVATE,TECHNICAL,66,75,71,73,75,74
F,Stratum 3,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,65,48,52,75,68,61
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,68,52,58,61,54,56
M,Stratum 2,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,60,56,65,55,58,59
M,Stratum 2,No,Yes,No,Yes,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,68,64,66,58,55,61
M,Stratum 2,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,85,72,74,82,75,76
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,60,62,57,66,53,60
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,54,43,50,52,42,47
M,Stratum 1,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,PUBLIC,ACADEMIC,64,70,64,51,60,61
M,Stratum 2,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,99,71,76,75,70,73
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,47,47,45,58,50,50
M,Stratum 4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,59,68,71,58,62,65
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,55,71,61,61,49,61
M,Stratum 2,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,66,64,62,64,48,60
M,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,59,67,64,61,67,65
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,TECHNICAL/ACADEMIC,64,72,83,68,63,72
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,PUBLIC,TECHNICAL,66,67,71,74,57,67
F,Stratum 1,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,PUBLIC,TECHNICAL,53,43,49,51,53,49
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,68,67,62,71,82,71
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,62,67,76,68,80,73
F,Stratum 2,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL,66,60,69,77,53,65
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,PUBLIC,ACADEMIC,50,48,45,51,48,48
M,Stratum 2,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes,PRIVATE,ACADEMIC,69,62,62,65,58,62
M,Stratum 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,PUBLIC,TECHNICAL,62,72,64,66,68,68
F,Stratum 3,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,57,64,50,50,54,55
M,Stratum 2,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,PRIVATE,ACADEMIC,47,32,35,45,45,39
M,Stratum 3,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,PRIVATE,ACADEMIC,87,85,71,68,68,73
F,Stratum 3,No,No,No,No,No,No,No,Yes,No,Yes,PRIVATE,ACADEMIC,77,62,58,66,60,62
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,57,58,58,54,49,55
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,67,57,62,63,57,60
M,Stratum 3,Yes,Yes,No,Yes,No,No,No,Yes,Yes,Yes,PUBLIC,ACADEMIC,61,54,53,72,53,58
F,Stratum 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,50,49,48,50,42,47
M,Stratum 2,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,50,59,53,53,58,56
M,Stratum 2,No,Yes,No,No,No,No,No,No,No,Yes,PUBLIC,ACADEMIC,57,70,66,61,53,63
M,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,54,55,59,61,53,57
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,58,60,52,60,53,56
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,72,68,66,85,78,74
M,Stratum 3,No,No,No,No,No,No,Yes,Yes,No,Yes,PUBLIC,TECHNICAL/ACADEMIC,77,58,55,64,68,61
M,Stratum 1,No,Yes,No,Yes,No,No,No,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,93,57,57,61,45,55
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,PUBLIC,ACADEMIC,52,62,65,62,46,59
F,Stratum 1,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,PUBLIC,TECHNICAL/ACADEMIC,57,58,60,42,42,51
F,Stratum 2,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,PUBLIC,TECHNICAL/ACADEMIC,57,48,55,50,60,53
F,Stratum 2,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,PUBLIC,TECHNICAL/ACADEMIC,65,98,82,78,73,83
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,57,79,77,67,85,77
M,Stratum 2,Yes,Yes,Yes,Yes,No,No,Yes,No,No,Yes,PUBLIC,TECHNICAL/ACADEMIC,66,54,62,68,67,63
M,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,70,77,89,75,80,80
M,Stratum 3,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,88,100,77,80,75,83
M,Stratum 2,No,No,Yes,No,No,No,No,Yes,No,Yes,PUBLIC,ACADEMIC,84,74,72,74,68,72
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PUBLIC,ACADEMIC,66,67,64,72,60,66
M,Stratum 2,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,PUBLIC,ACADEMIC,57,52,60,62,57,58
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,78,71,69,71,82,73
F,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,64,64,62,68,54,62
M,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,79,70,89,87,82,82
M,Stratum 6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,77,52,53,71,73,62
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,87,68,68,81,82,75
F,Stratum 5,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,54,55,62,63,58,60
M,Stratum 4,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,65,52,49,63,75,60
M,Stratum 3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,61,52,62,61,49,56
F,Stratum 2,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,55,60,48,42,50,50
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,62,57,69,65,54,61
M,Stratum 4,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,76,79,74,83,67,76
M,Stratum 3,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,PRIVATE,ACADEMIC,57,48,57,57,57,55
